Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_GEN_LIN_RECUR  ,       1.000 ,    1.554 ,     1.305
Polybench_FDTD_2D    ,       1.000 ,    1.131 ,     1.123
Apps_ENERGY          ,       1.000 ,    1.484 ,     1.250
Apps_PRESSURE        ,       1.000 ,    1.020 ,     0.660
