Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,    3.420002 , 5.632819 ,  6.366982
Polybench_HEAT_3D    ,    1.502836 , 4.698440 ,  4.670867
Polybench_JACOBI_1D  ,    3.423165 , 6.044620 ,  3.368181
Polybench_JACOBI_2D  ,    0.070856 , 0.139302 ,  0.138107
