Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,       1.000 ,    0.870 ,     0.879
Polybench_HEAT_3D    ,       1.000 ,    0.905 ,     0.901
Polybench_JACOBI_1D  ,       1.000 ,    0.992 ,     1.548
Polybench_JACOBI_2D  ,       1.000 ,    0.771 ,     0.766
