Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,       1.000 ,    0.960 ,     0.961
Polybench_HEAT_3D    ,       1.000 ,    0.419 ,     0.415
Polybench_JACOBI_1D  ,       1.000 ,    1.106 ,     1.888
Polybench_JACOBI_2D  ,       1.000 ,    0.577 ,     0.566
