Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,       1.000 ,    0.979 ,     0.985
Polybench_HEAT_3D    ,       1.000 ,    0.896 ,     0.891
Polybench_JACOBI_1D  ,       1.000 ,    1.046 ,     1.839
Polybench_JACOBI_2D  ,       1.000 ,    0.710 ,     0.711
