Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,       1.000 ,    0.853 ,     0.872
Polybench_HEAT_3D    ,       1.000 ,    0.909 ,     0.903
Polybench_JACOBI_1D  ,       1.000 ,    0.990 ,     1.308
Polybench_JACOBI_2D  ,       1.000 ,    0.780 ,     0.775
