Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,       1.000 ,    0.910 ,     0.918
Polybench_HEAT_3D    ,       1.000 ,    0.898 ,     0.894
Polybench_JACOBI_1D  ,       1.000 ,    0.993 ,     1.693
Polybench_JACOBI_2D  ,       1.000 ,    0.767 ,     0.763
