Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,    4.672229 , 4.866398 ,  4.863794
Polybench_HEAT_3D    ,    2.252663 , 5.375164 ,  5.426561
Polybench_JACOBI_1D  ,    2.296150 , 2.075174 ,  1.216214
Polybench_JACOBI_2D  ,    0.051030 , 0.088458 ,  0.090191
