Kernel               , RAJA_OpenMP , Hand_Opt , LoopChain
Lcals_HYDRO_2D       ,   10.591735 , 12.167455 , 12.055529
Polybench_HEAT_3D    ,   16.509074 , 18.246771 , 18.327679
Polybench_JACOBI_1D  ,    5.538629 , 5.584854 ,  3.578738
Polybench_JACOBI_2D  ,    0.138048 , 0.179051 ,  0.180110
